team_long_name,season,stage,goals_scored,goals_conceded,goal_difference
Hertha BSC Berlin,2014/2015,1,2,2,0
Hertha BSC Berlin,2014/2015,2,2,4,-2
Hertha BSC Berlin,2014/2015,3,1,3,-2
Hertha BSC Berlin,2014/2015,4,2,2,0
Hertha BSC Berlin,2014/2015,5,1,0,1
Hertha BSC Berlin,2014/2015,6,0,1,-1
Hertha BSC Berlin,2014/2015,7,3,2,1
Hertha BSC Berlin,2014/2015,8,0,2,-2
Hertha BSC Berlin,2014/2015,9,3,0,3
Hertha BSC Berlin,2014/2015,10,1,3,-2
Hertha BSC Berlin,2014/2015,11,0,2,-2
Hertha BSC Berlin,2014/2015,12,2,1,1
Hertha BSC Berlin,2014/2015,13,0,1,-1
Hertha BSC Berlin,2014/2015,14,2,3,-1
Hertha BSC Berlin,2014/2015,15,1,0,1
Hertha BSC Berlin,2014/2015,16,4,4,0
Hertha BSC Berlin,2014/2015,17,0,5,-5
Hertha BSC Berlin,2014/2015,18,0,2,-2
Hertha BSC Berlin,2014/2015,19,0,1,-1
Hertha BSC Berlin,2014/2015,20,2,0,2
Hertha BSC Berlin,2014/2015,21,0,2,-2
Hertha BSC Berlin,2014/2015,22,1,2,-1
Hertha BSC Berlin,2014/2015,23,1,0,1
Hertha BSC Berlin,2014/2015,24,0,0,0
Hertha BSC Berlin,2014/2015,25,2,2,0
Hertha BSC Berlin,2014/2015,26,1,0,1
Hertha BSC Berlin,2014/2015,27,2,0,2
Hertha BSC Berlin,2014/2015,28,1,1,0
Hertha BSC Berlin,2014/2015,29,0,0,0
Hertha BSC Berlin,2014/2015,30,0,1,-1
Hertha BSC Berlin,2014/2015,31,1,2,-1
Hertha BSC Berlin,2014/2015,32,0,2,-2
Hertha BSC Berlin,2014/2015,33,0,0,0
Hertha BSC Berlin,2014/2015,34,1,2,-1
Hertha BSC Berlin,2015/2016,1,1,0,1
Hertha BSC Berlin,2015/2016,2,1,1,0
Hertha BSC Berlin,2015/2016,3,1,3,-2
Hertha BSC Berlin,2015/2016,4,2,1,1
Hertha BSC Berlin,2015/2016,5,0,2,-2
Hertha BSC Berlin,2015/2016,6,2,0,2
Hertha BSC Berlin,2015/2016,7,1,1,0
Hertha BSC Berlin,2015/2016,8,3,0,3
Hertha BSC Berlin,2015/2016,9,1,2,-1
Hertha BSC Berlin,2015/2016,10,1,0,1
Hertha BSC Berlin,2015/2016,11,1,4,-3
Hertha BSC Berlin,2015/2016,12,3,1,2
Hertha BSC Berlin,2015/2016,13,1,0,1
Hertha BSC Berlin,2015/2016,14,0,2,-2
Hertha BSC Berlin,2015/2016,15,2,1,1
Hertha BSC Berlin,2015/2016,16,4,0,4
Hertha BSC Berlin,2015/2016,17,2,0,2
Hertha BSC Berlin,2015/2016,18,0,0,0
Hertha BSC Berlin,2015/2016,19,3,3,0
Hertha BSC Berlin,2015/2016,20,0,0,0
Hertha BSC Berlin,2015/2016,21,0,2,-2
Hertha BSC Berlin,2015/2016,22,1,1,0
Hertha BSC Berlin,2015/2016,23,1,0,1
Hertha BSC Berlin,2015/2016,24,2,0,2
Hertha BSC Berlin,2015/2016,25,0,2,-2
Hertha BSC Berlin,2015/2016,26,2,0,2
Hertha BSC Berlin,2015/2016,27,2,1,1
Hertha BSC Berlin,2015/2016,28,0,5,-5
Hertha BSC Berlin,2015/2016,29,2,2,0
Hertha BSC Berlin,2015/2016,30,1,2,-1
Hertha BSC Berlin,2015/2016,31,0,2,-2
Hertha BSC Berlin,2015/2016,32,1,2,-1
Hertha BSC Berlin,2015/2016,33,1,2,-1
Hertha BSC Berlin,2015/2016,34,0,0,0
Hibernian,2008/2009,1,0,1,-1
Hibernian,2008/2009,2,3,2,1
Hibernian,2008/2009,3,1,1,0
Hibernian,2008/2009,4,0,1,-1
Hibernian,2008/2009,5,2,1,1
Hibernian,2008/2009,6,1,0,1
Hibernian,2008/2009,7,0,3,-3
Hibernian,2008/2009,8,2,1,1
Hibernian,2008/2009,9,1,1,0
Hibernian,2008/2009,10,2,4,-2
Hibernian,2008/2009,11,0,0,0
Hibernian,2008/2009,12,1,2,-1
Hibernian,2008/2009,13,0,2,-2
Hibernian,2008/2009,14,2,2,0
Hibernian,2008/2009,15,4,1,3
Hibernian,2008/2009,16,1,1,0
Hibernian,2008/2009,17,2,0,2
Hibernian,2008/2009,18,2,0,2
Hibernian,2008/2009,19,0,1,-1
Hibernian,2008/2009,20,2,4,-2
Hibernian,2008/2009,21,0,0,0
Hibernian,2008/2009,22,2,0,2
Hibernian,2008/2009,23,1,3,-2
Hibernian,2008/2009,24,1,1,0
Hibernian,2008/2009,25,1,1,0
Hibernian,2008/2009,26,0,2,-2
Hibernian,2008/2009,27,0,0,0
Hibernian,2008/2009,28,1,0,1
Hibernian,2008/2009,29,1,0,1
Hibernian,2008/2009,30,0,0,0
Hibernian,2008/2009,31,2,2,0
Hibernian,2008/2009,32,1,1,0
Hibernian,2008/2009,33,2,3,-1
Hibernian,2008/2009,34,1,2,-1
Hibernian,2008/2009,35,1,0,1
Hibernian,2008/2009,36,1,1,0
Hibernian,2008/2009,37,0,0,0
Hibernian,2008/2009,38,1,2,-1
Hibernian,2009/2010,1,2,1,1
Hibernian,2009/2010,2,3,1,2
Hibernian,2009/2010,3,0,1,-1
Hibernian,2009/2010,4,0,2,-2
Hibernian,2009/2010,5,3,0,3
Hibernian,2009/2010,6,3,1,2
Hibernian,2009/2010,7,1,1,0
Hibernian,2009/2010,8,1,0,1
Hibernian,2009/2010,9,1,1,0
Hibernian,2009/2010,10,2,0,2
Hibernian,2009/2010,11,0,0,0
Hibernian,2009/2010,12,1,1,0
Hibernian,2009/2010,13,2,0,2
Hibernian,2009/2010,14,2,0,2
Hibernian,2009/2010,15,1,1,0
Hibernian,2009/2010,16,2,0,2
Hibernian,2009/2010,17,1,4,-3
Hibernian,2009/2010,18,1,5,-4
Hibernian,2009/2010,19,1,1,0
Hibernian,2009/2010,20,0,1,-1
Hibernian,2009/2010,21,5,1,4
Hibernian,2009/2010,22,2,1,1
Hibernian,2009/2010,23,2,1,1
Hibernian,2009/2010,24,2,2,0
Hibernian,2009/2010,25,0,3,-3
Hibernian,2009/2010,26,0,1,-1
Hibernian,2009/2010,27,1,1,0
Hibernian,2009/2010,28,1,0,1
Hibernian,2009/2010,29,1,2,-1
Hibernian,2009/2010,30,2,4,-2
Hibernian,2009/2010,31,3,1,2
Hibernian,2009/2010,32,0,1,-1
Hibernian,2009/2010,33,1,4,-3
Hibernian,2009/2010,34,2,3,-1
Hibernian,2009/2010,35,0,1,-1
Hibernian,2009/2010,36,1,2,-1
Hibernian,2009/2010,37,6,6,0
Hibernian,2009/2010,38,2,0,2
Hibernian,2010/2011,1,3,2,1
Hibernian,2010/2011,2,0,3,-3
Hibernian,2010/2011,3,0,1,-1
Hibernian,2010/2011,4,1,1,0
Hibernian,2010/2011,5,1,1,0
Hibernian,2010/2011,6,1,2,-1
Hibernian,2010/2011,7,0,2,-2
Hibernian,2010/2011,8,2,1,1
Hibernian,2010/2011,9,2,4,-2
Hibernian,2010/2011,10,0,1,-1
Hibernian,2010/2011,11,0,2,-2
Hibernian,2010/2011,12,3,0,3
Hibernian,2010/2011,13,2,1,1
Hibernian,2010/2011,14,2,4,-2
Hibernian,2010/2011,15,0,0,0
Hibernian,2010/2011,16,2,0,2
Hibernian,2010/2011,17,2,1,1
Hibernian,2010/2011,18,1,2,-1
Hibernian,2010/2011,19,1,2,-1
Hibernian,2010/2011,20,2,2,0
Hibernian,2010/2011,21,0,1,-1
Hibernian,2010/2011,22,0,3,-3
Hibernian,2010/2011,23,0,2,-2
Hibernian,2010/2011,24,0,2,-2
Hibernian,2010/2011,25,0,3,-3
Hibernian,2010/2011,26,2,1,1
Hibernian,2010/2011,27,1,0,1
Hibernian,2010/2011,28,2,0,2
Hibernian,2010/2011,29,1,1,0
Hibernian,2010/2011,30,1,3,-2
Hibernian,2010/2011,31,2,2,0
Hibernian,2010/2011,32,1,0,1
Hibernian,2010/2011,33,1,2,-1
Hibernian,2010/2011,34,1,1,0
Hibernian,2010/2011,35,1,2,-1
Hibernian,2010/2011,36,0,1,-1
Hibernian,2010/2011,37,0,2,-2
Hibernian,2010/2011,38,1,3,-2
Hibernian,2011/2012,1,0,2,-2
Hibernian,2011/2012,2,1,0,1
Hibernian,2011/2012,3,3,2,1
Hibernian,2011/2012,4,1,4,-3
Hibernian,2011/2012,5,1,2,-1
Hibernian,2011/2012,6,0,2,-2
Hibernian,2011/2012,7,0,0,0
Hibernian,2011/2012,8,2,2,0
Hibernian,2011/2012,9,3,3,0
Hibernian,2011/2012,10,0,1,-1
Hibernian,2011/2012,11,0,1,-1
Hibernian,2011/2012,12,3,2,1
Hibernian,2011/2012,13,0,0,0
Hibernian,2011/2012,14,0,1,-1
Hibernian,2011/2012,15,1,1,0
Hibernian,2011/2012,16,1,3,-2
Hibernian,2011/2012,17,3,4,-1
Hibernian,2011/2012,18,0,2,-2
Hibernian,2011/2012,19,0,1,-1
Hibernian,2011/2012,20,1,3,-2
Hibernian,2011/2012,21,1,1,0
Hibernian,2011/2012,22,1,3,-2
Hibernian,2011/2012,23,3,2,1
Hibernian,2011/2012,24,2,3,-1
Hibernian,2011/2012,25,0,4,-4
Hibernian,2011/2012,26,0,0,0
Hibernian,2011/2012,27,0,5,-5
Hibernian,2011/2012,28,3,1,2
Hibernian,2011/2012,29,0,0,0
Hibernian,2011/2012,30,0,2,-2
Hibernian,2011/2012,31,0,2,-2
Hibernian,2011/2012,32,3,2,1
Hibernian,2011/2012,33,1,1,0
Hibernian,2011/2012,34,0,1,-1
Hibernian,2011/2012,35,0,1,-1
Hibernian,2011/2012,36,2,1,1
Hibernian,2011/2012,37,4,0,4
Hibernian,2011/2012,38,0,2,-2
Hibernian,2012/2013,1,0,3,-3
Hibernian,2012/2013,2,1,1,0
Hibernian,2012/2013,3,2,1,1
Hibernian,2012/2013,4,2,0,2
Hibernian,2012/2013,5,2,2,0
Hibernian,2012/2013,6,2,1,1
Hibernian,2012/2013,7,2,2,0
Hibernian,2012/2013,8,1,2,-1
Hibernian,2012/2013,9,3,0,3
Hibernian,2012/2013,10,2,3,-1
Hibernian,2012/2013,11,4,0,4
Hibernian,2012/2013,12,2,1,1
Hibernian,2012/2013,13,2,1,1
Hibernian,2012/2013,14,1,3,-2
Hibernian,2012/2013,15,0,1,-1
Hibernian,2012/2013,16,1,0,1
Hibernian,2012/2013,17,0,3,-3
Hibernian,2012/2013,18,2,3,-1
Hibernian,2012/2013,19,1,1,0
Hibernian,2012/2013,20,0,1,-1
Hibernian,2012/2013,21,1,0,1
Hibernian,2012/2013,22,0,0,0
Hibernian,2012/2013,23,1,1,0
Hibernian,2012/2013,24,0,0,0
Hibernian,2012/2013,25,0,1,-1
Hibernian,2012/2013,26,1,3,-2
Hibernian,2012/2013,27,1,0,1
Hibernian,2012/2013,28,2,2,0
Hibernian,2012/2013,29,2,2,0
Hibernian,2012/2013,30,0,0,0
Hibernian,2012/2013,31,1,4,-3
Hibernian,2012/2013,32,1,2,-1
Hibernian,2012/2013,33,0,3,-3
Hibernian,2012/2013,34,0,0,0
Hibernian,2012/2013,35,3,3,0
Hibernian,2012/2013,36,3,1,2
Hibernian,2012/2013,37,2,1,1
Hibernian,2012/2013,38,1,0,1
Hibernian,2013/2014,1,0,1,-1
Hibernian,2013/2014,2,0,1,-1
Hibernian,2013/2014,3,1,1,0
Hibernian,2013/2014,4,2,1,1
Hibernian,2013/2014,5,0,0,0
Hibernian,2013/2014,6,2,1,1
Hibernian,2013/2014,7,2,0,2
Hibernian,2013/2014,8,0,3,-3
Hibernian,2013/2014,9,1,0,1
Hibernian,2013/2014,10,1,1,0
Hibernian,2013/2014,11,0,2,-2
Hibernian,2013/2014,12,0,1,-1
Hibernian,2013/2014,13,0,2,-2
Hibernian,2013/2014,14,0,0,0
Hibernian,2013/2014,15,1,1,0
Hibernian,2013/2014,16,0,1,-1
Hibernian,2013/2014,17,0,0,0
Hibernian,2013/2014,18,2,0,2
Hibernian,2013/2014,19,3,0,3
Hibernian,2013/2014,20,2,1,1
Hibernian,2013/2014,21,2,2,0
Hibernian,2013/2014,22,0,1,-1
Hibernian,2013/2014,23,2,3,-1
Hibernian,2013/2014,24,0,4,-4
Hibernian,2013/2014,25,0,0,0
Hibernian,2013/2014,26,2,1,1
Hibernian,2013/2014,27,1,1,0
Hibernian,2013/2014,28,1,3,-2
Hibernian,2013/2014,29,1,3,-2
Hibernian,2013/2014,30,0,2,-2
Hibernian,2013/2014,31,3,3,0
Hibernian,2013/2014,32,0,2,-2
Hibernian,2013/2014,33,0,2,-2
Hibernian,2013/2014,34,0,2,-2
Hibernian,2013/2014,35,1,2,-1
Hibernian,2013/2014,36,1,1,0
Hibernian,2013/2014,37,0,1,-1
Hibernian,2013/2014,38,0,1,-1
Hull City,2008/2009,1,2,1,1
Hull City,2008/2009,2,1,1,0
Hull City,2008/2009,3,0,5,-5
Hull City,2008/2009,4,2,1,1
Hull City,2008/2009,5,2,2,0
Hull City,2008/2009,6,2,1,1
Hull City,2008/2009,7,1,0,1
Hull City,2008/2009,8,1,0,1
Hull City,2008/2009,9,3,0,3
Hull City,2008/2009,10,0,3,-3
Hull City,2008/2009,11,3,4,-1
Hull City,2008/2009,12,0,1,-1
Hull City,2008/2009,13,2,2,0
Hull City,2008/2009,14,2,2,0
Hull City,2008/2009,15,1,1,0
Hull City,2008/2009,16,2,1,1
Hull City,2008/2009,17,2,2,0
Hull City,2008/2009,18,1,4,-3
Hull City,2008/2009,19,1,5,-4
Hull City,2008/2009,20,0,1,-1
Hull City,2008/2009,21,0,2,-2
Hull City,2008/2009,22,1,3,-2
Hull City,2008/2009,23,0,2,-2
Hull City,2008/2009,24,2,2,0
Hull City,2008/2009,25,0,0,0
Hull City,2008/2009,26,1,2,-1
Hull City,2008/2009,27,1,2,-1
Hull City,2008/2009,28,1,0,1
Hull City,2008/2009,29,1,1,0
Hull City,2008/2009,30,0,1,-1
Hull City,2008/2009,31,0,0,0
Hull City,2008/2009,32,1,3,-2
Hull City,2008/2009,33,0,1,-1
Hull City,2008/2009,34,1,3,-2
Hull City,2008/2009,35,0,1,-1
Hull City,2008/2009,36,1,2,-1
Hull City,2008/2009,37,1,1,0
Hull City,2008/2009,38,0,1,-1
Hull City,2009/2010,1,1,2,-1
Hull City,2009/2010,2,1,5,-4
Hull City,2009/2010,3,1,0,1
